,ID,Name,ABV,Style,Is Retired
432,hlynwj,Budweiser American Ale,5.1,North American Origin Ales,N
433,xZCUbm,Revered Red,5.4,North American Origin Ales,N
434,P3fflp,Bubbly Wit,7.1,Belgian And French Origin Ales,N
435,4neIJi,Saison Dans La Maison ,5.6,Belgian And French Origin Ales,N
436,IAP9Ye,Huckleberry Cream Ale,5.5,Hybrid/mixed Beer,N
440,kLnpDN,Bad Luck Blonde,6.5,North American Origin Ales,N
444,GCDyUs,Silent Night,11,Belgian And French Origin Ales,Y
445,xjSOtt,Barrel-Aged Porter,7.4,Hybrid/mixed Beer,N
446,ep9tZr,Trip In the Woods: Rye Dunkelweizen,9.6,German Origin Ales,N
447,DJcbV1,Bigfoot,9.6,North American Origin Ales,N
448,ZVmIsO,Golden Flash,5.7,British Origin Ales,N
449,P2rD30,Snow Glare,6,North American Origin Ales,N
450,zd3xxc,Centennial Hop Mountain Marzen (Batch No. 80524),5.9,North American Lager,N
451,8vbUYR,Session Rye,4.5,Hybrid/mixed Beer,N
454,jChDlj,Old Chico Crystal Wheat,4.8,North American Origin Ales,N
455,69tWZj,Dank Tank Ghoulash,8.5,North American Origin Ales,N
456,BdlH6M,Beer Camp: Campout Porter,7.7,British Origin Ales,N
457,ZDbYzs,Dragon's Milk Reserve Coconut Rum,11,North American Origin Ales,N
458,a8u4ic,Yvan The Great - Beer Camp Across America,6.3,Belgian And French Origin Ales,N
459,kQiE9q,Hop Peak,6.5,North American Origin Ales,N
460,JKdiyv,Hash Session IPA,4.2,North American Origin Ales,N
462,zpvlri,Christmas Chub,8,Hybrid/mixed Beer,N
463,KuiKeS,Breakfast At Chicos,7.5,North American Origin Ales,N
465,NQwb75,Puck American Pale Ale,5.2,North American Origin Ales,N
466,l4L4RO,Nitro Series: Chocolate Orange Stout,6,British Origin Ales,N
469,kZadFf,Black IPA,6.5,North American Origin Ales,N
472,FVFucy,Fresh Hop Double IPA,8,North American Origin Ales,N
474,AWdfjO,Priscilla,5.2,Belgian And French Origin Ales,N
476,dnUKxu,Chocolate Chili Stout - High Altitude Series,8.8,North American Origin Ales,N
477,3PXm6h,Nib Sip Chub,7,British Origin Ales,N
478,56HXGK,GUARD de BEER,7,Belgian And French Origin Ales,N
479,2ADEYR,Dale's Pale Ale Nitro,6.5,North American Origin Ales,N
481,Oklbuw,Leghorn Rye IPA,6,North American Origin Ales,N
482,t28a6A,Brandy Barrel-Aged Ten Fidy,10.5,North American Origin Ales,N
483,YH9nbt,Wally Junior,4.5,North American Origin Ales,N
484,z9eSax,EXPERIMENTAL HOP PILSNER,5.5,North American Lager,N
485,8M5lCq,30th Anniversary - Jack & Ken's Ale,10.2,North American Origin Ales,Y
486,htJQLM,Salted Grapefruit Farmhouse Ale,5.2,Belgian And French Origin Ales,N
487,Yzokxa,Harp Premium Imported Lager,4.5,North American Lager,N
488,BnYgKN,Dragon's Milk Reserve with Vanilla Chai,11,North American Origin Ales,N
489,FocTXx,Goofer Dust,6.1,North American Origin Ales,N
490,b6nCMj,Anniversary Ale,3.8,North American Origin Ales,N
491,qpfWYm,India Farmhouse Ale,7.4,Belgian And French Origin Ales,N
492,TMp47T,Michigan Hatter,4.8,North American Origin Ales,N
493,ZzpzSy,Tickled Pink,6.6,Belgian And French Origin Ales,N
494,24mTU2,Blizzicane Bock,7.7,European-germanic Lager,N
496,YUaX19,Holiday Ale (2011),7.6,Hybrid/mixed Beer,N
499,oC1Ux4,Imperial Stout (Fudge And Sickle),9.9,North American Origin Ales,N
501,4iQV5k,Dry Hopped Coastal Pilsner (Batch No. 23185),6,North American Lager,N
508,ygAzC9,Bigfoot,9.6,North American Origin Ales,N
512,NamZiK,Guinness 250th Anniversary Stout,5,North American Origin Ales,N
514,xw3Nti,Karaoke Fail,6.7,North American Origin Ales,N
515,0KEzfx,30th Anniversary - Fritz and Ken's Ale,9.2,North American Origin Ales,Y
516,Kktdjp,The Art Of Chaos,9,North American Origin Ales,N
517,Bs70do,Mixxtail Long Island Iced Tea,8,Malternative Beverages,N
518,5ue4ah,Summerfest,5,North American Lager,N
521,y5dpHI,Prisoner of Hell,8,Belgian And French Origin Ales,N
525,Abbvjh,Bud Light Apple,4.2,North American Lager,N
526,rHCSHp,Stout,5.8,North American Origin Ales,N
527,bK4vxh,Blue Dream,6.4,North American Origin Ales,N
528,T7K4um,Ovila Quad Brandy Barrel-Aged,10.1,Belgian And French Origin Ales,N
529,HSChH3,Black Lager (Hatchery Series Release #3),5,North American Lager,N
531,pYXY7M,Whiplash,6.3,North American Origin Ales,N
534,tMseDR,Citrus And Vanilla Berlinerweisse,4.7,German Origin Ales,N
535,yEe3T6,Interstate SMASH Express - Calypso,7.1,North American Origin Ales,N
536,LfwcEu,Sugarshack Saison,5.1,Belgian And French Origin Ales,N
537,o4farp,Gravitation Collaboration,7.8,European-germanic Lager,N
538,LVghwn,Fusion 24,5.7,North American Origin Ales,N
543,pSVIAZ,BFD - Beer For Drinking,4.8,North American Origin Ales,N
544,RDSydO,Prince Myshkin,9,North American Origin Ales,N
545,oEiXJV,Christmas Jam,4.2,Hybrid/mixed Beer,N
547,trEROu,Good Game,11,Belgian And French Origin Ales,N
551,GbTnYM,Tangerine Space Machine,6.8,North American Origin Ales,N
552,LcpeBb,17th Saison,9,Belgian And French Origin Ales,N
557,Dwhny1,Ovila Abbey Quad with Plums,10.2,Belgian And French Origin Ales,Y
559,C0Ax0o,Holiday Haze,6.5,North American Origin Ales,N
561,QFOApS,Hefe Proper Ale,4,German Origin Ales,Y
562,6DAt6F,Ten FIDY Stranahans Bourbon Barrel Aged,10.5,North American Origin Ales,N
563,e9sjBk,21st Anniversary,7.9,Belgian And French Origin Ales,N
564,ov7fgF,Dank Tank Pulled Porter,7.7,British Origin Ales,N
565,Jio9R0,Oatmeal Stout,5,British Origin Ales,N
566,HL52ir,Whiskey Barrel Snowman Stout,5.2,North American Origin Ales,N
567,xXEmDi,Fandom Ale Fusion XXXIX,5.5,Hybrid/mixed Beer,N
568,ajbd6g,35th Anniversary  - Brewer's Reserve,8,British Origin Ales,N
570,537zpn,Credits & Debits,5,North American Origin Ales,N
575,YViUzm,Extra Time,5.8,European-germanic Lager,N
576,9bNjNs,Old Chub Nitro,8,British Origin Ales,N
577,jjIwuS,Budweiser Prohibition Brew,0.5,Hybrid/mixed Beer,N
578,gpCMad,Passion Blaster,6,Hybrid/mixed Beer,N
579,HXVdFT,Death By Coconut,6.5,British Origin Ales,N
580,c4f2KE,'Murican Pilsner,5.5,North American Lager,N
582,CtLLsH,Coco Nuts,5,Belgian And French Origin Ales,N
583,QuJNYq,Larry,7.5,North American Origin Ales,N
586,cglNbC,Port Barrel Aged Biere De Garde,10.2,Belgian And French Origin Ales,N
587,mcvkTZ,Safari Amber,5,North American Origin Ales,N
590,Uwcqsj,Southern Hemisphere Hopped ESB,6,British Origin Ales,N
591,fOFhEa,Hotbox Coffee Porter,6.5,British Origin Ales,N
593,wIRsU0,Cherry Vanilla Stout,5.5,North American Origin Ales,N
595,unQfZE,Guinness Special Export,8,Irish Origin Ales,N
596,TOBHd9,No Middle Ground,6.9,North American Origin Ales,N
599,ZQkBoF,Bearwalker Barrel Aged Double Maple,6,North American Origin Ales,N
603,Dvucvo,Bud Light Blends Lemon,3.5,Hybrid/mixed Beer,N
604,9RNMJQ,The Gimp,10.3,British Origin Ales,N
605,xh62VZ,Sneaky Pete,10,North American Origin Ales,N
610,NZakfr,Natural Light,4.2,North American Lager,N
611,uzOl1k,SweetWater IPA,6.3,North American Origin Ales,N
613,MZicx4,Hatchery Series 2 Mexican Style Lager,4.8,Hybrid/mixed Beer,N
614,ul1jng,Four Hopsmen - Mandarina Bavaria Dry Hopped,5.2,North American Origin Ales,N
615,rbRRxm,Palé,7.1,North American Origin Ales,N
618,TLdF50,Rompo Red Rye Ale,5.6,Hybrid/mixed Beer,N
619,uL3sSR,Imperial Pumpkin,8,Hybrid/mixed Beer,N
627,iypGyz,Wet Hopped American Summer,4.8,Hybrid/mixed Beer,N
628,CRw8Gu,Brown Eyed Buckeye,8.6,North American Origin Ales,N
629,iId6Sg,Summer in Berlin,5,North American Origin Ales,N
630,Dn64tp,Experimental Hop Double IPA,8,North American Origin Ales,N
635,Y8Ar6h,Miller Genuine Draft,4.66,North American Lager,N
636,RcyKuX,Bretthead,6.1,North American Origin Ales,N
638,wC2GDZ,Torpedo Pilsner - Beer Camp Across America,5.2,North American Lager,N
639,HptKyQ,Tannakin,6.2,North American Origin Ales,N
640,he3yMK,Nooner Pilsner,5.2,North American Lager,N
641,dM2XzJ,Ovila Abbey Aged Dubbel,8.5,Belgian And French Origin Ales,N
642,1B8Hrr,Willettized Imperial Coffee Stout,12.6,British Origin Ales,N
644,3zb9Gq,Ovila Dubbel,7.5,Belgian And French Origin Ales,N
645,cJvlzs,Octoberfest,5.2,European-germanic Lager,N
646,blZIJW,Home Skillet,5.6,North American Origin Ales,N
651,b601KW,Hazy Little Thing,6.7,North American Origin Ales,N
654,9cqNKc,Georgia Brown,5.8,North American Origin Ales,N
657,vmmRA5,Bohemian Dock Street Pilsner,5,European-germanic Lager,N
658,oRKnzw,Ten Fidy - Bulleit Bourbon Barrel Aged,11,North American Origin Ales,N
660,nxU5Fn,Beer Camp: Dry-Hopped Barleywine-Style Ale,9.4,North American Origin Ales,N
663,798rjW,Oh Saisonna,8.3,Belgian And French Origin Ales,N
664,qa1QZU,Cappuccino Stout,8.9,British Origin Ales,N
667,LXWiDB,Bud Light Radler - Grapefuit,2.4,Hybrid/mixed Beer,N
669,2rqlKs,Beer Camp 013: Old Cantankerous,6.6,British Origin Ales,N
673,UFPFnA,Fusion 36: London Confusion,6.5,British Origin Ales,N
675,BJymUV,Bitter Oats,10.5,North American Origin Ales,N
677,fBZZUJ,Anniversary Ale,5.9,North American Origin Ales,N
679,Ln4Gn6,Passion Fruit Pinner,4.9,North American Origin Ales,N
680,sAQpBR,Hoptimum,9.6,North American Origin Ales,N
687,dimtrs,Bud Light,4.2,North American Lager,N
694,q5sbES,Beer Camp: Raspberry Sundae Ale,8,Hybrid/mixed Beer,N
695,xcGtHr,Hoppy Anniversary IPA,5.9,North American Origin Ales,N
696,EpkUho,Imperial Plum IPA,9,North American Origin Ales,N
703,52gmSJ,Pinner Throwback IPA,4.9,North American Origin Ales,N
704,Mp3DgY,Two-Headed Ruthless Rye IPA,9.7,Hybrid/mixed Beer,N
705,BkSzxg,Cream Ale,5.9,British Origin Ales,N
707,HmjnXt,Born Again Yesterday,7.5,North American Origin Ales,N
709,6f6SpY,Das Bij,5.6,Belgian And French Origin Ales,N
710,hO6U5X,Barrel Aged Narwhal,12.9,North American Origin Ales,N
711,otVuwu,Purebred A.P.A. Citra,6.2,North American Origin Ales,N
712,sicuOa,Night Time,7.9,North American Origin Ales,N
713,dsVALR,Mischievous,5.5,Hybrid/mixed Beer,N
714,qbeSzR,Guinness Blonde,5,North American Lager,N
717,BbrPm8,Buffalo Trace Aged Scotch Ale,11.1,British Origin Ales,N
719,bwmm73,Daytona Dark Wheat Lager (Batch No. 32218),5,North American Lager,N
721,utrZWH,Dubbel,7.4,Belgian And French Origin Ales,N
723,Da2apu,Hurricane,5.9,North American Lager,N
724,QD9dX7,Nooice,6.2,Belgian And French Origin Ales,N
725,qpyuqH,Hoppy Seconds,8.4,North American Origin Ales,N
730,YBxI4X,El Mole Ocho,10,Hybrid/mixed Beer,N
731,eW9IJb,Budweiser Chelada,5,North American Lager,N
734,H20aOl,Extra ESB - Small Batch Series,7.8,British Origin Ales,N
736,eyYenc,Bigfoot,9.6,North American Origin Ales,N
737,O3nY32,Bernie Weisse,3.2,German Origin Ales,N
738,Ota9wv,Añejo Tequila Barrel Aged Gubna,11,North American Origin Ales,N
742,YSLzio,Hop Bullet IPA,8,North American Origin Ales,N
745,RVXI4q,McKercher's Keller Kolsch,5.2,German Origin Ales,N
749,OH98hq,Sinner's Son,12.4,North American Origin Ales,N
750,xg7BJX,Sticky Icky,6.5,North American Origin Ales,N
751,jshi8D,Little Sumpin’ Wild,8.74,North American Origin Ales,N
752,lyc9as,Censored (Kronik),6.75,North American Origin Ales,N
753,3Csw32,Liberty Blonde,4.9,North American Origin Ales,N
755,JVv3qI,Kellerweis,4.8,German Origin Ales,N
758,fdnFoV,Audition - Belgian-Style Blonde,6.3,Belgian And French Origin Ales,N
759,vf8QTx,Terra Incognita,8.5,Hybrid/mixed Beer,N
761,aPMdQj,Pimp My Ride,7.8,North American Origin Ales,N
762,GysKeq,471 IPA Barrel Series: Eureka!,11.2,North American Origin Ales,N
763,OGHzdU,SweetWater Road Trip,5.2,North American Lager,N
765,GGaceU,Harvest Ale 2007,6.7,North American Origin Ales,N
767,dmVTls,Winter Saison,5.3,Belgian And French Origin Ales,N
768,fIWpZI,Marilla Trail,10.1,Hybrid/mixed Beer,N
769,MdlspB,Vienna Lager,4.7,European-germanic Lager,N
770,Yjd19k,Bottle Rocket IPA,6.5,North American Origin Ales,N
771,mXym9s,Coffee Stout,6.2,North American Origin Ales,N
773,zTJ86p,Rye Hatter,6.12,Hybrid/mixed Beer,N
774,oLL7QN,German Style IPA,6.1,North American Origin Ales,N
776,kzcLek,Noble Hopped Lager (Batch No. 32218),5,North American Lager,N
777,Xzoo8o,Natty Daddy,8,North American Lager,N
778,ZQKG7N,One Nut,6.1,North American Origin Ales,N
779,655f2d,Wicket IPA,5.4,British Origin Ales,N
781,fDUiV9,Strawberry Moon,4.3,North American Origin Ales,N
784,Fkz9Mi,Water-melon-Rita,8,Malternative Beverages,N
786,DwGaaX,Lagunitas Undercover Investigation Shut-Down Ale,9.6,North American Origin Ales,N
790,4BzAQE,Happy Ending,9,North American Origin Ales,N
791,qX8i3E,Oskar the G’Rauch,8.5,Hybrid/mixed Beer,N
795,tLwMOd,Black Brew Bae,6.4,North American Origin Ales,N
800,sghlNk,Cornlaboration,5.8,North American Lager,N
801,tupCCv,Mean Joe Bean,8.5,British Origin Ales,N
802,4jKDXK,Beer Camp: West Coast DIPA,8.2,North American Origin Ales,N
803,AJwGIV,Peach IPA,5.8,North American Origin Ales,N
808,uA3MVL,7 Birds,5,North American Lager,N
809,RsGMGn,Festive Ale,8.5,Hybrid/mixed Beer,N
810,HIuMUM,Antwerpen Stout,8,British Origin Ales,N
812,EqgmWc,Year of the Dog - Release #1,7.2,North American Origin Ales,N
814,bf76fr,Twin Peaks,5,North American Origin Ales,N
817,KiXHLV,Witness,6,Belgian And French Origin Ales,N
818,QCvO04,Why Not?,6.5,Belgian And French Origin Ales,N
821,TavGRG,ESB - Early Spring Beer,5.9,North American Origin Ales,N
823,HZMvCT,471 IPA Barrel Series: Citra,11.3,North American Origin Ales,N
825,XJ7ZBB,SweetWater SchWheat,4.9,Hybrid/mixed Beer,Y
828,EBlZnE,Zoomer,4.7,Hybrid/mixed Beer,N
830,69R1Vd,G'Knight,8.7,North American Origin Ales,N
831,i0Hy6x,Black Vapor,6,European-germanic Lager,N
833,fGeFvg,Barrel Aged BOTL Cap,8.9,European-germanic Lager,N
836,iLlMCb,Lagunitas IPA,6.2,North American Origin Ales,N
837,v5a7l8,Celebrator Beer News,9.3,North American Origin Ales,N
840,Api83U,Scare City 1,7.5,North American Lager,N
841,IkgmFq,Breckenridge Christmas Ale,7.4,North American Origin Ales,N
842,i5EwQe,Trip In The Woods,9.6,British Origin Ales,N
843,jZMQtq,Larry Imperial IPA,8.5,North American Origin Ales,N
844,dFaMLe,Dry-Hopped Censored Ale,6.7,Hybrid/mixed Beer,N
851,ehb1eB,Country Pale Ale,5.1,North American Origin Ales,N
854,NE2Dpl,Dogs of Helles,4,European-germanic Lager,N
855,2mfXU8,Little Bohemia,5.3,Hybrid/mixed Beer,N
856,akZCc6,Rompo Red Rye (Dickel),5.2,Hybrid/mixed Beer,N
858,Cj5RaA,Great Pumpkin,5.5,Hybrid/mixed Beer,N
859,lT9g7O,Beer Camp: Stout of the Union,7,North American Origin Ales,N
860,DqTrrP,Lolo IPA,6.4,North American Origin Ales,N
863,Y6VFJW,Rye IPA,6.8,North American Origin Ales,N
867,IlrJbh,Blood Shot,8.6,North American Origin Ales,N
869,x6bRxw,Ten FIDY,10.5,North American Origin Ales,N
870,cBZj1z,Audition - English-Style Bitter,5.6,British Origin Ales,N
877,xwLUUb,Cream Ale,5,Hybrid/mixed Beer,N
878,1C793t,Centennial Saison,6,Belgian And French Origin Ales,N
879,vLTky5,Fusion 49,6.5,North American Origin Ales,N
881,zcGmvP,Sour Inc: Honey Ginger,4.5,North American Origin Ales,N
883,zdjQs9,Northdown,4.1,British Origin Ales,N
887,pDZET2,Night Tripper (2011),10.8,North American Origin Ales,N
888,5dbIgo,Twisted Fish,5.3,International Styles,N
890,iT9pf4,Dale's Pale Ale,6.5,North American Origin Ales,N
891,xpBGZB,CANfusion - Beer Camp Across America,7.2,Hybrid/mixed Beer,N
892,vrGuPg,Liger Lager,6.9,North American Lager,N
893,yZruL5,Fusion 48,8.3,North American Origin Ales,N
895,h7N6T9,Stephan Urquell ,4,International Styles,N
898,1P45iR,Budweiser,5,North American Lager,N
899,Pb4Zwl,Thunder Stout,4.95,North American Origin Ales,N
906,ABAHdk,Deuce,7,North American Origin Ales,N
909,37s6fV,Say Sean Huell Melon Dry Hopped Saison,4,Belgian And French Origin Ales,N
910,PRRZBx,Brass & Blues,6.4,Belgian And French Origin Ales,N
912,Rl3Yy9,Ten FIDY,10.5,North American Origin Ales,N
915,Cwuozg,Nitro Vanilla Porter (NVP),4.7,British Origin Ales,N
921,v4KRep,20th Anniversary Imperial Hash IPA on Brett,9,North American Origin Ales,N
923,t0iVWe,Fresh Hops of Bel-Air,5.5,North American Origin Ales,N
924,h9JXAb,Summer Ale,4.7,Hybrid/mixed Beer,N
930,UPDwhn,Reeb Rye'd PA,7,Hybrid/mixed Beer,N
931,1unO6C,Autumn Ale,6,European-germanic Lager,N
933,AlRuKw,Ovila Quad,10.5,Belgian And French Origin Ales,N
935,0a0nmv,SweetWater Motor Boat,5.6,British Origin Ales,N
936,onllb0,Station 3,5.7,German Origin Ales,N
937,lMlLXZ,Ryde Beer,5,Hybrid/mixed Beer,N
939,yBrlNu,Rocket Dog Rye I.P.A,6.9,North American Origin Ales,N
943,vkoim1,Wicked Wheat IPA ,5.6,North American Origin Ales,N
945,YCBXba,Bud Light Straw-Ber-Rita,8,Malternative Beverages,N
947,4zruzt,Bud Light Golden Wheat,4.1,Belgian And French Origin Ales,N
951,Z4LnaP,Second Helping IPA,7.4,North American Origin Ales,N
952,7iFx4r,Beer Camp Across America,8.6,North American Origin Ales,N
954,wzCyVT,Blue,4.6,Hybrid/mixed Beer,N
959,a9reE2,Waldo's Special Ale,11.5,North American Origin Ales,N
961,2Bxz64,Sundog,4.5,North American Origin Ales,N
965,vzcxNZ,Dunkelweizen,5.5,German Origin Ales,N
966,SaQFBA,Bud Ice Light,4.1,North American Lager,N
967,aztnLa,Bigfoot,9.6,North American Origin Ales,N
972,fKinUP,Busch Ice,5.9,North American Lager,N
975,qGQc7S,Ovila Belgian Golden Ale,8.5,Belgian And French Origin Ales,N
977,ja4TBb,Black Mamba,6,German Origin Ales,N
986,qUIYuC,Bigfoot,9.6,British Origin Ales,N
988,OhhDEr,Nooner Session IPA,4.8,North American Origin Ales,N
989,xLOOss,Mama's Little Yella Pils,5.3,European-germanic Lager,N
992,pYkVxn,Pacific Daylight,3.9,Hybrid/mixed Beer,N
993,sYYgGI,Squeeze Box,6.1,North American Origin Ales,N
994,hCMeA4,West Latitude Session Rye,5.5,Hybrid/mixed Beer,N
998,ISTT06,2017 Beer Camp,6.5,North American Origin Ales,N
1000,zYJxUM,Cabin Fever,6.5,North American Origin Ales,N
1001,ExTe8O,Unfiltered Wheat Beer,4.4,Hybrid/mixed Beer,N
1002,1HeKZM,Oatmeal Stout - Beer Camp #45,9,British Origin Ales,N
1007,zDUkcd,Lost Dune,5.5,Hybrid/mixed Beer,N
1015,7aZN1V,Plum Gose,4.5,German Origin Ales,N
1017,AZgmir,Barrel-Aged Hoptimum  (Trip in the Woods),11.5,North American Origin Ales,N
1018,9UUKMj,Holiday Leftovers Ale,7.6,Hybrid/mixed Beer,N
1022,9YCuGj,Bearsharktopus,6,Belgian And French Origin Ales,N
1024,VFG5pL,GnarlyWine,10.6,North American Origin Ales,N
1026,EO71ZO,Hoppy Saison,5,Belgian And French Origin Ales,N
1027,gvFuE2,Select 55,4,North American Lager,N
1028,AY6Jg8,Point Defiance IPA,6.1,North American Origin Ales,N
1031,Vuhegf,Dragon's Milk Reserve Triple-Mashed,11,North American Origin Ales,N
1033,pOUbfg,420 Fest,8,North American Origin Ales,N
1034,tw2Iw0,471 IPA. Aggressive Hoppiness,9.2,North American Origin Ales,Y
1035,6jvc3G,Waterkeeper,6,German Origin Ales,N
1038,WCKkkd,Now You Know,6.1,North American Origin Ales,N
1045,qQw3dE,Monkey King,5.6,Belgian And French Origin Ales,N
1046,MtJRP6,ESB,5.5,British Origin Ales,N
1050,7BGyan,Fuzzworthy,5.9,North American Origin Ales,N
1051,4NgQyT,Hop-Scotch,6.2,"Mead, Cider, & Perry",N
1052,0HZF08,Dark Swan,8.7,North American Origin Ales,N
1054,DGCFAD,Guinness Rye Pale Ale,5,Hybrid/mixed Beer,N
1057,d16niD,Blindfold,7.4,North American Origin Ales,N
1058,AEFy0R,Boomerang,6.7,North American Origin Ales,N
1059,lFMs56,Old Double Bagger Barleywine,13.2,North American Origin Ales,N
1060,EcAeVx,Oktoberfest,6,European-germanic Lager,Y
1061,UTh8Gm,Dragon’s Milk Reserve: Mocha Mint,11,North American Origin Ales,N
1062,7aeVlx,Redbridge,4,Hybrid/mixed Beer,N
1068,2avhYf,Beer Camp: Dry-Hopped Berliner-Style Weisse,4.2,German Origin Ales,N
1070,3JrTod,Beach Bum Blonde Ale,5.4,Belgian And French Origin Ales,N
1081,qgR2pv,DayTime Ale,4.65,North American Origin Ales,N
1082,EbwOyu,Pulled Porter,7.7,North American Origin Ales,N
1086,XHB8Tj,Pilgrim's Dole,12,North American Origin Ales,N
1088,svXHfu,A Little Sumpin' Sumpin',7.5,North American Origin Ales,N
1089,hKT9uI,Dunkelweizen Bock,7.2,German Origin Ales,N
1090,WCPtV5,Golden Cap Saison Ale,6.25,Belgian And French Origin Ales,N
1100,QSwjKh,Twisted Cedar,5.8,British Origin Ales,N
1101,2YWln7,Gubna Imperial IPA,10,North American Origin Ales,N
1102,zAC6PV,Regal Pilsner,7,North American Lager,N
1104,cX0XkP,Fusion 34 Michiganja,6.7,British Origin Ales,N
1106,1t3vFB,Chai Porter,5.6,British Origin Ales,N
1107,Jjw7Pd,Wheat Of The Moment,5.7,Hybrid/mixed Beer,N
1109,p0Qbef,Red Ryeot,6.5,Hybrid/mixed Beer,N
1115,U7lF72,Grass Monkey,5.4,Hybrid/mixed Beer,N
1117,3nrJLN,Four Hopsmen - Comet Dry Hopped,5.2,North American Origin Ales,N
1118,x8Bv0f,Hoppy Floppy,7.5,North American Origin Ales,N
1121,ndgIxK,Dragon's Milk Reserve with S'mores,11,North American Origin Ales,N
1122,5LHS1h,Hefeweizen,4.2,German Origin Ales,N
1128,1qx64W,Shamrock'n Rye Ale,6.6,Hybrid/mixed Beer,N
1132,qPgNWv,Tripper Noche,12.1,North American Origin Ales,N
1136,YUVOGh,Oktoberfest Marzen Lager,5.4,North American Lager,N
1143,ej16Dh,The Carhartt Woodsman,4.4,North American Origin Ales,N
1145,24UMt9,Davey Murray's Best Scotch Ale,9.5,British Origin Ales,N
